temperature,humidity,wind_speed,rainfall,recommended_sensitivity,explanation
18.7,83.7,25.1,48.6,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
27.2,47.9,13.1,13.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
30.1,56.3,17.7,11.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
30.1,63.1,15.9,17.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
35.2,21.6,17.9,4.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
15.4,88.2,45.4,90.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
23.0,94.8,22.6,63.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
25.9,83.5,28.1,37.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
27.3,63.2,13.3,5.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
40.1,33.6,11.9,4.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.8,68.4,20.9,6.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.6,70.4,19.1,25.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
18.6,88.5,23.0,31.7,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
15.7,90.1,35.8,92.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
28.0,61.8,14.8,9.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
20.7,77.5,16.2,67.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
23.1,82.4,34.4,67.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
26.2,48.7,15.6,16.3,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
29.1,65.1,23.7,13.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
33.6,25.1,13.4,4.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
40.9,24.8,8.5,3.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
17.4,95.2,44.5,82.4,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
19.3,99.1,30.3,97.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
45.0,32.0,8.2,3.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.2,95.5,37.6,81.3,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
37.7,32.4,6.3,4.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
29.0,79.3,23.3,48.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
33.9,43.4,12.5,2.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.8,65.8,17.5,14.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
29.6,86.0,24.8,28.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
40.8,32.2,16.9,2.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
30.5,41.2,17.3,3.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
30.4,50.8,20.6,5.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
26.0,85.4,24.7,44.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
18.1,83.2,20.5,68.9,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
26.1,90.2,33.2,25.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
32.9,33.2,15.6,1.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
26.1,59.1,24.9,8.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
28.3,89.0,16.9,39.0,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
30.1,24.3,11.5,2.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.3,72.4,25.6,22.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
21.2,80.9,31.5,97.0,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
18.4,93.2,21.3,68.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
22.8,71.9,18.2,32.0,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
31.0,53.3,21.3,7.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
31.7,46.3,16.6,17.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
20.2,95.5,30.6,70.9,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
25.6,68.5,16.5,15.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
27.6,87.8,16.6,27.7,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
26.9,77.9,17.1,20.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
32.0,24.7,10.8,2.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
35.3,22.3,12.8,1.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
35.8,22.1,16.7,4.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
20.0,79.5,17.8,35.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
36.5,30.5,11.3,0.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
39.4,34.8,7.5,0.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
19.3,92.4,46.1,73.2,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
28.3,94.4,17.7,36.0,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
31.6,69.2,14.4,15.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
35.6,40.4,10.1,0.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.5,87.0,26.0,67.7,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
24.9,62.3,22.3,16.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
20.9,86.5,29.3,59.5,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
26.0,57.7,23.8,15.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
31.0,58.4,19.6,6.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.5,46.1,24.8,15.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
20.6,80.2,35.2,80.4,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
24.9,81.1,22.8,58.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
22.2,47.6,16.2,19.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
16.8,86.2,39.1,68.3,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
29.0,53.0,14.5,17.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.8,86.9,18.3,69.2,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
38.4,44.0,8.0,2.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.2,70.7,27.3,29.9,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
29.0,50.1,21.3,17.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
17.4,86.5,39.2,70.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
28.4,59.9,19.2,13.8,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
27.8,87.6,20.9,50.7,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
31.8,27.6,7.4,3.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.4,54.6,12.8,14.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.2,89.8,32.8,72.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
22.1,48.4,22.2,19.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
23.0,91.0,24.8,24.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
21.5,76.9,25.8,28.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
27.2,83.7,17.3,25.7,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
22.4,90.6,15.8,55.9,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
42.5,38.8,8.9,5.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
30.2,56.0,24.9,16.6,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
22.2,87.8,27.7,28.3,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
33.1,21.5,9.6,1.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
29.0,52.2,14.0,17.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
44.4,39.6,16.9,5.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
18.2,94.2,46.6,90.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
27.8,51.7,16.2,11.8,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
37.7,27.0,17.2,1.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.0,64.4,21.0,16.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.6,58.4,13.3,11.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
42.4,28.4,12.5,2.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.8,46.2,11.5,16.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
42.9,31.0,5.0,4.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
19.6,86.2,18.2,66.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
35.6,42.6,7.2,2.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
20.8,86.4,29.1,20.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
33.4,37.0,5.1,3.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
20.5,82.6,31.4,75.3,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
30.8,48.4,21.6,16.3,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
38.0,20.2,13.5,2.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
19.8,80.3,28.7,63.0,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
25.1,79.6,34.3,35.7,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
31.3,33.8,12.8,3.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.2,86.5,21.0,45.9,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
21.5,71.4,33.0,67.7,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
27.9,58.2,24.7,19.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.4,87.3,43.7,90.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
18.2,71.7,20.2,22.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.3,57.5,16.2,15.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
21.3,77.7,25.2,30.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
25.9,60.9,22.5,15.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.2,71.4,16.7,41.7,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
21.7,88.5,29.8,26.0,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
20.0,93.8,25.5,59.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
41.7,26.7,16.5,3.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
21.3,71.6,29.2,48.8,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
25.6,57.5,18.5,10.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
26.7,75.7,25.2,22.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
37.1,29.6,7.0,4.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
29.0,88.5,23.4,36.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
21.3,71.9,22.5,45.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
42.1,44.5,17.4,0.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
42.7,28.2,12.2,0.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
21.6,85.6,24.3,49.6,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
43.5,39.0,8.2,0.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
35.2,41.0,16.4,4.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.2,88.2,17.1,46.5,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
22.6,69.9,20.7,6.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
29.0,54.3,24.6,6.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
42.3,21.9,12.4,2.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
33.9,27.9,15.4,3.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.7,46.9,13.0,16.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
32.5,31.7,10.3,2.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
34.6,26.6,6.6,0.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
26.4,71.0,31.7,36.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
35.3,32.8,13.8,1.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
36.1,31.3,14.7,1.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
19.7,70.3,31.6,69.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
28.3,61.1,18.7,8.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
43.5,31.1,6.7,4.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
22.4,56.5,12.5,13.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
40.2,24.3,7.8,0.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
15.5,92.4,34.9,71.8,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
34.2,23.4,7.6,4.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
27.6,89.9,34.8,59.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
31.1,57.6,15.8,7.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.1,81.2,49.8,81.2,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
27.7,82.0,43.1,70.7,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
15.7,99.9,34.4,93.9,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
30.4,66.1,12.6,13.9,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
15.4,94.0,49.0,82.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
44.8,42.0,11.4,1.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
33.5,25.5,11.8,0.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
32.0,37.9,16.9,4.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
38.8,42.9,15.1,4.2,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
31.4,54.9,11.5,9.5,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
44.2,39.8,17.5,3.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
24.0,98.6,45.7,68.9,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
34.6,37.2,6.7,3.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
20.1,99.9,49.3,61.3,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
27.6,84.4,41.3,97.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
20.9,94.6,18.4,64.3,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
28.6,81.2,20.3,32.5,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
31.6,20.0,10.0,3.7,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
21.4,87.6,40.9,64.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
26.2,74.1,16.5,62.3,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
31.5,46.9,12.6,10.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
16.2,91.9,42.3,79.3,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
17.1,97.8,33.1,64.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
26.7,88.2,20.3,34.1,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
38.6,41.0,7.0,1.8,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
39.9,35.0,7.6,0.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
31.2,41.1,9.0,2.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
19.1,83.6,18.7,64.3,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
37.0,25.7,8.5,0.3,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
19.0,78.6,25.8,68.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
27.8,80.5,25.7,63.3,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
22.8,67.6,20.7,12.5,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
25.4,73.0,30.1,28.6,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
25.5,82.5,38.5,99.5,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
23.2,96.7,35.2,96.4,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
35.8,29.9,9.2,1.4,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
25.2,92.5,40.5,76.8,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
38.8,39.0,17.2,4.6,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
34.3,33.4,9.5,2.1,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
28.1,45.9,14.1,7.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
18.5,92.2,21.6,31.9,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
26.7,80.4,46.3,72.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
29.0,47.5,23.0,7.0,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
21.2,80.4,27.9,29.4,MEDIUM,Moderate weather conditions require balanced sensor sensitivity.
26.9,89.0,32.3,61.1,HIGH,Adverse weather conditions detected. Increase sensor sensitivity.
27.1,48.4,22.8,18.2,LOW,Stable weather conditions. Low sensor sensitivity is sufficient.
